list1 ;list2 ;list3 ;list4 ;list5;list6;list7;list8;list9;list10 ;list11;list12;list13 ;list14 ;list15;list16 ;list17;list18 ;list19;list20 
3;49;52;20;44;2;79;23;51;66;22;32;60;58;78;64;35;33;62;71
69;17;51;66;20;55;7;30;16;48;59;78;77;32;1;41;58;61;72;52
3;13;44;22;2;61;33;73;62;5;26;16;64;27;30;34;51;40;25;11
36;27;24;34;38;40;11;68;21;13;72;56;61;57;5;51;10;53;62;58
71;29;57;34;33;65;1;11;39;9;21;19;70;53;61;13;40;67;41;5
70;72;14;5;11;15;27;65;79;51;76;71;3;1;31;59;16;48;10;66
32;71;68;73;56;19;9;14;20;78;75;39;3;46;11;35;66;15;8;4
15;16;46;17;59;54;40;42;39;57;43;44;72;77;9;2;70;20;52;26
63;21;29;55;52;38;18;20;75;10;37;2;31;25;15;58;45;57;30;73
14;53;32;77;5;4;63;43;17;40;54;69;61;25;74;62;48;10;68;26
11;52;24;3;18;34;28;60;55;56;38;63;62;75;49;76;35;58;70;25
24;20;50;47;6;51;40;25;27;62;53;78;31;63;17;13;74;3;45;48
69;15;80;38;20;79;54;33;51;26;40;4;59;52;45;75;36;70;78;9
46;55;72;51;70;15;40;4;32;19;48;13;68;65;36;79;58;44;50;38
26;8;31;46;24;33;1;66;40;37;72;69;53;47;64;71;60;49;57;2
73;31;8;57;65;71;7;17;75;69;56;64;4;79;36;51;23;70;11;32
45;36;80;61;14;35;52;27;79;39;47;18;15;59;49;72;20;17;25;26
43;66;55;36;19;4;69;35;3;77;76;5;48;24;80;22;74;32;71;21
44;25;16;46;72;63;66;62;73;57;52;48;26;77;2;80;58;17;59;23
26;32;20;5;13;25;35;75;70;23;41;24;53;21;77;64;59;44;73;56
20;44;68;21;5;69;34;30;11;24;73;31;29;25;53;78;72;45;33;57
9;69;37;78;13;60;36;33;22;18;59;71;61;3;26;77;14;30;7;2
74;22;26;69;27;63;70;60;65;57;45;7;15;17;72;58;6;16;2;66
34;51;41;28;73;38;25;26;4;76;62;63;52;60;80;12;49;27;18;61
79;65;53;19;33;35;58;72;49;16;40;50;70;77;69;68;3;59;37;80
14;31;37;77;3;54;57;64;35;55;73;80;10;68;27;74;21;4;46;66
59;38;9;64;69;68;16;57;27;72;24;60;50;45;13;28;74;37;36;58
3;10;39;29;80;14;43;28;26;76;66;59;79;7;17;72;61;46;5;45
24;55;61;72;4;44;78;12;35;25;14;23;77;11;15;80;5;65;31;52
47;78;67;50;77;69;68;74;20;11;12;46;58;39;9;5;27;41;54;10
70;9;19;26;57;45;11;21;32;47;76;38;24;68;42;14;79;43;41;49
40;7;60;35;29;30;2;13;36;4;26;66;17;39;69;31;72;12;20;22
60;66;6;72;44;54;55;57;80;10;56;79;38;32;51;64;69;16;22;48
76;4;32;56;71;45;65;75;58;31;19;49;44;69;78;36;64;15;62;13
25;18;71;4;47;27;68;49;1;34;2;79;35;13;52;58;51;66;73;45
14;9;27;6;36;34;75;37;5;71;68;26;29;7;55;73;66;10;12;57
71;9;44;54;53;40;49;31;59;10;13;74;22;28;42;77;6;39;46;61
33;3;65;72;26;35;74;41;69;62;6;21;4;66;17;12;16;53;45;64
62;80;69;24;2;57;52;25;63;77;61;29;34;37;28;11;44;58;21;27
62;22;65;69;18;59;38;33;66;14;20;34;71;53;15;12;77;74;68;78
21;12;67;80;17;29;37;55;71;58;62;42;56;24;59;25;60;41;22;64
36;75;56;52;10;45;63;62;5;80;8;13;20;64;27;54;41;35;76;31
7;67;64;19;31;35;73;55;45;5;14;44;59;70;50;78;30;21;41;13
19;45;69;11;37;50;49;58;80;75;65;9;55;44;47;29;31;40;38;8
21;67;80;6;26;75;7;52;28;45;44;20;74;62;17;51;3;8;14;31
14;40;5;7;17;63;15;26;29;47;73;72;18;27;44;35;65;51;77;54
57;16;35;28;63;68;36;47;41;32;6;79;62;40;11;75;23;77;80;58
21;24;52;74;79;14;12;70;77;18;40;39;35;10;63;43;71;44;46;8
6;75;79;17;15;40;46;61;25;36;28;49;57;33;27;37;59;2;10;55
29;53;6;42;36;14;11;80;20;69;10;59;77;3;68;76;56;17;44;35
39;55;36;43;12;9;61;24;32;13;30;33;3;51;76;71;25;27;35;31
19;67;62;56;46;48;63;39;2;71;26;29;65;30;50;9;72;59;31;45
25;22;55;65;11;70;44;16;3;21;66;15;45;28;8;53;67;57;9;79
56;78;44;79;49;2;30;65;37;13;59;3;15;11;45;6;80;8;17;63
68;65;14;49;1;54;75;72;40;38;23;30;6;79;73;27;74;59;45;52
72;42;22;68;5;57;75;55;30;49;40;6;63;12;58;3;10;74;70;54
16;60;24;2;77;42;61;73;14;33;35;55;45;27;59;43;47;75;20;80
80;65;79;26;17;35;5;28;73;38;3;39;55;13;64;18;31;51;76;53
62;39;55;72;65;53;34;19;58;50;8;73;7;28;24;26;37;80;61;44
12;71;1;68;26;6;32;46;39;33;27;70;78;41;56;77;38;52;75;57
12;7;29;66;17;42;33;58;16;48;79;46;50;69;51;36;31;77;21;28
27;51;52;38;69;56;61;74;40;62;58;46;23;26;5;37;7;43;34;36
3;25;69;61;9;70;63;2;42;68;29;34;73;72;43;17;36;52;18;77
73;64;25;16;21;71;77;12;48;60;63;40;50;55;38;37;68;10;35;36
67;32;27;38;36;56;43;71;80;50;41;66;19;75;73;78;60;70;58;65
72;41;10;54;74;13;38;59;6;4;76;66;31;60;37;35;36;62;2;27
59;14;63;51;11;57;52;60;20;12;16;79;4;53;8;29;1;15;34;72
38;76;45;63;64;36;41;62;35;26;70;39;1;66;79;65;8;32;50;3
65;68;56;15;9;77;33;14;53;39;41;51;64;57;66;25;13;50;29;78
5;38;49;34;10;66;68;11;23;39;7;58;25;69;18;80;46;17;31;27
16;55;48;66;35;76;31;80;42;79;34;9;43;49;57;36;37;74;8;2
49;30;63;42;12;43;16;37;4;56;33;1;39;54;38;57;61;34;68;13
68;30;65;42;76;36;50;2;46;16;19;15;70;28;44;66;37;34;29;17
10;57;54;13;5;59;63;58;56;12;28;25;74;32;6;52;38;75;20;35
25;32;54;20;11;36;50;59;48;35;37;10;26;64;27;68;24;43;55;77
43;44;73;36;1;51;68;50;53;27;56;69;6;66;58;19;48;28;42;26
20;26;40;19;38;55;33;44;34;46;37;67;56;51;32;3;47;48;5;15
8;56;14;6;11;48;16;34;55;70;24;61;3;59;35;66;54;43;12;9
68;65;43;78;50;15;30;44;39;22;53;62;75;7;10;16;19;27;46;33
34;33;25;75;63;4;35;45;79;42;21;71;20;37;43;22;50;41;55;51
62;77;45;79;3;56;13;34;61;43;64;40;68;19;50;78;60;65;16;69
52;3;74;57;8;75;44;23;50;31;66;34;27;30;76;55;33;48;4;39
12;58;42;74;37;9;17;70;50;63;52;59;80;41;23;27;10;29;30;78
59;64;67;72;10;45;9;52;17;18;5;60;27;29;44;16;41;7;58;11
13;58;7;68;15;72;61;60;36;31;56;48;8;10;62;78;80;6;34;24
55;17;54;22;40;28;19;72;4;64;69;14;7;3;46;59;60;76;75;9
22;3;74;62;17;54;60;80;56;66;31;77;47;55;48;29;23;64;37;65
68;26;75;39;31;73;55;61;19;42;76;78;35;58;77;12;67;16;59;17
13;11;28;30;2;37;72;55;68;5;71;64;24;77;47;65;34;57;20;60
53;42;49;57;62;70;46;5;52;10;71;72;74;60;31;68;21;73;33;32
50;58;24;78;5;71;23;41;72;47;57;70;12;1;25;37;56;35;7;13
41;29;22;26;77;61;42;18;5;48;73;14;39;62;8;12;16;79;63;64
11;63;16;19;47;64;45;25;69;77;66;48;7;38;30;37;57;29;61;4
38;31;32;22;10;59;63;60;78;23;71;2;25;57;50;35;76;52;54;5
69;12;45;70;76;39;68;58;37;56;47;15;46;22;10;14;66;51;5;50
21;45;53;31;27;46;40;9;56;69;30;22;26;54;25;58;12;37;61;57
61;13;31;74;35;5;44;70;40;52;45;18;55;38;62;39;76;4;21;59
69;30;49;23;6;62;75;31;73;67;70;19;46;45;18;13;53;41;25;34
55;70;29;23;13;21;16;59;63;42;73;65;47;79;33;12;58;22;36;2
75;54;42;33;61;66;25;5;53;49;26;78;39;56;74;19;57;51;62;55
60;76;21;37;58;1;41;74;39;15;63;33;46;65;79;50;13;80;17;10
69;31;27;13;21;28;11;55;76;39;41;19;38;25;9;8;32;80;58;24
72;52;78;46;57;33;38;21;45;49;80;76;67;30;59;75;42;60;73;4
47;5;15;17;31;45;39;62;10;8;16;72;18;46;37;2;76;54;24;53
72;14;80;2;51;35;73;54;1;31;9;13;42;58;4;8;29;5;64;34
46;21;57;39;14;69;73;12;4;78;23;79;1;63;25;11;13;37;42;16
34;37;7;51;42;67;70;40;41;52;44;5;69;29;26;36;2;3;73;19
38;11;42;4;19;69;24;32;36;78;27;68;48;44;23;15;16;70;80;28
28;64;23;3;49;77;16;54;36;1;60;68;12;14;80;66;20;67;76;4
42;57;70;66;49;51;29;36;62;74;23;14;59;11;80;6;58;4;17;1
25;8;55;9;33;77;12;68;74;3;70;26;46;37;19;42;10;34;20;38
49;21;28;10;17;39;78;71;51;41;42;80;76;1;11;25;54;59;50;13
3;77;20;9;30;8;64;13;69;6;14;54;47;35;63;23;25;43;2;19
58;73;66;10;69;55;57;21;13;41;61;14;77;8;75;60;1;40;20;27
1;24;12;63;55;29;5;25;13;50;37;17;71;49;16;47;43;3;51;58
21;62;25;31;18;24;27;79;43;46;42;30;10;49;7;68;26;9;23;12
12;7;39;18;59;56;50;16;5;77;24;67;2;11;76;66;69;27;55;43
43;61;59;29;63;4;36;75;28;20;15;21;14;30;7;35;41;50;13;18
59;47;80;15;50;38;69;40;9;4;72;54;17;45;46;22;24;41;19;63
73;25;67;27;24;42;40;72;13;35;79;44;70;68;78;15;14;4;65;77
25;19;28;63;47;6;53;75;4;67;15;50;44;48;79;56;49;54;26;68
24;4;19;12;30;13;53;58;45;57;33;29;60;61;22;39;34;5;40;74
4;27;67;75;28;44;61;2;15;71;36;12;72;5;22;9;32;55;24;16
40;19;13;60;10;9;34;64;31;43;5;58;54;17;59;21;53;48;33;29
16;42;9;31;34;12;59;32;33;22;35;30;62;67;50;78;15;2;41;77
55;23;44;62;6;52;20;43;46;9;24;26;64;57;67;36;60;70;77;50
57;69;26;77;24;25;33;56;6;31;40;4;65;28;30;3;58;64;44;14
16;59;46;38;61;65;63;27;30;68;6;22;79;74;62;55;17;67;44;34
80;3;64;58;71;17;55;37;9;70;12;67;6;60;66;35;47;32;54;72
70;43;28;26;50;45;14;41;44;25;65;51;8;15;73;56;42;7;74;47
24;60;80;56;62;17;59;51;46;68;13;19;15;42;61;8;55;27;48;21
80;2;25;73;22;58;57;26;28;17;71;6;15;13;64;51;60;50;79;29
34;42;44;68;4;20;2;18;10;71;6;32;53;43;54;56;36;30;57;79
55;41;44;45;29;52;15;54;73;19;50;34;7;3;17;58;71;51;78;30
53;39;69;12;8;26;75;22;20;59;49;21;18;48;27;24;6;28;33;46
61;3;50;48;30;52;49;32;58;37;45;66;67;9;29;13;35;55;15;19
26;19;28;12;51;65;72;74;39;15;55;37;25;53;54;44;8;21;47;31
23;50;45;18;71;42;34;40;52;54;55;48;59;11;25;24;60;78;47;4
25;2;35;32;19;18;50;8;80;70;42;53;14;74;4;45;51;29;24;67
33;70;45;68;54;80;78;62;20;25;37;6;32;75;27;38;56;79;18;65
19;10;46;8;38;66;71;16;29;12;21;51;5;18;43;65;67;54;59;35
50;15;67;41;7;4;20;16;55;17;6;12;52;46;42;35;61;33;72;77
77;27;43;74;39;32;37;38;10;3;60;48;42;5;33;47;4;35;57;55
40;22;29;56;41;2;62;53;26;28;63;33;61;7;65;38;12;45;24;42
52;59;36;8;25;62;17;15;37;53;71;21;78;16;38;14;46;3;56;55
64;43;12;7;45;33;47;67;38;24;70;40;52;53;68;42;35;66;58;50
59;54;28;26;78;75;32;29;61;11;6;25;66;73;4;80;46;69;5;24
64;16;13;77;17;50;12;15;65;31;22;7;20;57;58;48;8;59;55;61
9;39;67;22;66;17;55;46;5;16;40;38;24;42;3;47;25;8;79;54
62;55;27;28;6;44;69;74;43;78;4;42;7;22;54;67;48;63;17;24
16;44;66;68;18;43;29;37;21;12;47;26;70;31;17;61;72;27;33;24
37;69;23;47;55;34;76;65;54;15;56;78;43;62;24;26;49;3;1;60
77;74;45;76;35;67;65;64;69;32;39;3;54;23;12;55;19;9;38;72
16;57;72;77;65;27;14;54;71;78;23;36;11;66;22;53;31;2;37;80
21;53;3;45;59;42;61;13;5;15;69;67;23;22;76;16;49;4;36;54
12;44;21;18;36;6;57;71;51;70;7;32;48;5;61;47;8;75;42;17
31;56;72;9;69;34;42;27;66;51;41;14;44;5;10;29;54;61;39;37
16;49;53;21;12;76;61;60;55;52;57;9;30;11;75;65;24;23;7;51
56;18;33;78;63;61;59;73;24;68;17;2;19;6;39;35;46;51;31;41
53;58;78;41;50;57;80;59;69;77;68;72;56;55;29;6;36;79;60;11
7;11;41;60;3;65;34;62;43;23;4;9;29;40;10;32;22;49;24;57
27;57;53;10;18;11;30;36;51;61;13;20;75;58;74;35;68;76;45;34
42;60;80;34;32;55;7;37;76;2;40;31;72;26;30;6;71;43;3;10
42;66;43;12;76;29;18;47;57;49;56;3;45;2;4;69;22;16;7;44
64;24;60;31;21;3;12;63;1;42;53;36;25;10;77;75;8;37;32;27
41;51;49;20;23;68;10;35;14;63;75;52;22;56;1;67;53;50;43;32
43;21;48;8;33;19;7;76;28;12;55;69;45;66;4;36;11;75;80;23
42;25;21;73;23;26;35;55;64;7;8;69;19;40;36;6;48;34;66;59
43;44;41;47;18;21;39;73;15;55;64;60;48;29;3;10;38;54;71;78
12;50;70;47;43;20;31;41;17;35;42;4;76;63;80;57;66;15;19;74
29;52;65;31;23;68;46;63;1;22;24;54;30;40;34;66;26;39;41;71
64;21;55;79;52;28;59;43;32;70;27;51;5;34;10;14;40;26;80;54
63;56;26;38;22;67;29;75;68;13;31;49;60;52;40;32;10;79;59;37
43;20;2;19;44;14;80;39;46;42;33;18;52;70;64;12;51;75;68;50
25;13;39;33;62;15;68;66;16;48;77;55;53;5;71;44;49;69;32;29
1;62;16;22;10;63;25;38;36;28;39;8;54;18;19;80;21;7;40;73
41;13;66;50;3;27;76;43;14;36;59;12;55;30;64;24;62;53;1;42
22;27;62;56;66;63;10;43;37;70;13;2;47;35;80;31;75;61;42;41
54;36;46;42;80;21;38;58;25;8;34;12;26;50;62;49;35;74;17;43
2;12;23;14;1;20;55;42;5;64;68;75;61;18;76;19;6;9;66;79
78;49;36;47;43;73;27;20;61;57;18;70;77;4;50;41;72;8;79;7
26;50;27;57;60;8;40;52;77;65;41;14;38;7;71;32;46;53;17;79
42;36;53;79;47;25;21;19;56;52;51;6;17;4;24;32;73;66;68;26
77;38;71;2;11;40;48;65;80;52;76;42;1;64;75;26;57;55;5;8
1;30;7;5;15;25;24;63;79;40;19;31;39;75;14;29;59;37;53;58
77;28;26;71;48;45;10;13;37;5;60;14;51;43;4;34;35;32;8;20
21;48;50;40;31;56;22;17;24;72;8;63;80;4;75;33;74;62;44;29
30;77;15;76;35;48;18;21;80;58;10;54;41;73;33;45;31;75;27;17
22;30;56;50;33;18;70;13;25;3;72;23;73;44;74;43;5;64;80;26
21;2;80;65;1;34;54;37;17;20;18;8;55;68;62;53;7;32;72;63
24;17;73;44;71;57;45;15;1;61;27;72;7;3;69;10;5;6;53;31
68;2;44;58;50;51;66;55;32;80;63;64;29;23;14;65;62;73;46;30
6;29;33;28;3;47;31;73;19;11;76;63;25;69;5;51;48;15;80;78
6;57;26;53;58;37;16;33;43;4;27;24;22;48;34;66;10;41;59;14
80;74;62;79;13;16;41;9;21;19;75;20;38;54;50;47;11;5;70;64
59;16;58;66;3;37;10;33;4;41;8;73;9;31;36;21;27;2;70;19
46;76;53;43;18;47;25;29;42;24;21;72;32;12;13;56;27;71;38;15
71;62;55;12;47;68;70;16;67;69;49;26;1;44;17;45;5;54;31;13
48;10;44;80;21;49;58;35;7;72;28;42;47;69;53;65;68;60;71;6
68;37;59;8;26;64;53;49;34;66;42;4;48;35;24;62;31;29;43;5
17;52;33;51;36;64;10;79;18;55;77;15;49;8;66;13;70;19;22;45
52;25;20;62;66;63;11;40;59;21;64;48;70;8;43;17;37;38;19;22
52;36;49;35;79;73;44;59;40;27;29;55;37;33;5;66;19;9;22;62
61;24;30;4;35;5;72;63;55;25;37;80;17;70;78;65;54;29;62;10
70;38;79;56;15;80;45;23;77;19;46;68;52;26;27;31;75;74;30;57
69;10;25;11;34;80;53;67;37;18;20;79;58;13;77;17;38;7;36;61
2;28;9;11;27;26;30;25;76;12;54;70;37;5;35;22;52;15;33;19
68;33;17;28;5;29;63;39;51;59;45;41;26;25;74;78;71;20;53;56
7;5;27;51;19;3;64;60;10;9;77;37;57;34;63;12;28;79;17;44
43;18;63;28;12;31;49;71;9;2;6;60;75;76;36;78;69;34;1;42
20;31;61;42;78;1;41;64;30;13;12;24;17;16;11;43;55;57;21;37
61;80;36;30;31;26;53;77;65;37;13;10;66;52;62;55;27;67;73;8
44;61;14;36;29;31;56;73;18;54;20;17;40;35;26;8;51;79;4;21
22;62;64;16;7;75;12;60;42;79;4;58;3;5;69;43;65;67;30;71
73;14;60;35;44;16;27;51;43;9;10;24;5;30;49;11;33;13;20;62
59;9;11;60;46;48;12;74;5;63;29;14;17;55;38;31;41;28;62;20
63;35;43;30;60;80;31;61;20;32;42;48;5;16;64;12;17;40;38;41
42;21;5;3;14;66;12;7;34;80;26;31;78;74;41;61;44;40;37;25
18;26;32;49;5;11;52;66;14;30;20;45;46;4;43;76;62;17;48;21
23;77;74;10;18;6;40;12;21;53;66;16;20;61;5;47;31;24;41;76
42;34;35;22;48;45;68;41;30;17;76;46;24;21;13;10;18;65;62;3
25;57;13;39;74;61;69;4;63;77;70;15;5;44;19;20;16;17;26;2
42;38;43;27;57;15;60;4;3;8;69;54;75;80;66;9;53;6;14;24
71;65;66;74;34;78;21;6;47;10;19;39;55;70;28;17;58;43;37;64
71;79;36;35;13;21;30;80;26;48;2;29;38;15;11;49;4;10;57;5
47;45;26;65;34;69;58;74;68;1;38;37;14;53;46;70;16;64;22;17
55;69;29;19;71;1;11;22;34;44;24;57;56;21;63;80;10;25;32;64
75;55;64;78;43;42;6;77;76;34;51;37;61;70;26;23;33;2;65;30
19;60;33;69;74;57;65;72;51;22;28;77;80;5;37;12;29;48;43;67
7;13;70;30;66;26;36;42;71;72;9;3;27;47;48;29;11;65;67;35
80;3;6;37;39;44;33;23;5;55;42;79;15;38;7;61;13;60;18;65
60;55;64;48;39;58;22;42;47;66;11;41;75;38;59;74;46;72;6;12
66;61;4;39;21;77;17;1;44;34;37;45;60;73;78;79;13;9;54;56
24;73;32;17;48;25;16;8;74;10;66;11;50;42;20;41;26;80;64;21
2;13;61;49;77;68;60;19;10;58;47;29;62;26;16;78;69;45;72;41
40;21;34;64;7;38;26;65;14;63;43;62;54;72;23;55;57;2;27;61
5;78;76;56;47;1;42;69;35;68;77;13;15;63;59;67;52;2;25;66
37;61;60;23;17;3;42;21;44;10;4;32;36;58;75;41;28;74;65;40
51;67;6;78;23;47;58;25;9;63;52;8;13;26;66;59;37;54;35;15
57;41;46;61;76;62;13;18;53;8;15;68;64;63;4;51;29;45;20;80
2;25;52;29;6;49;33;72;71;42;69;8;18;51;43;47;53;15;20;39
52;61;49;40;58;72;16;67;14;43;46;10;37;63;5;55;11;18;41;35
21;29;12;70;65;59;45;77;72;48;75;51;20;73;41;67;52;9;13;11
8;12;23;26;67;52;40;16;49;27;35;18;66;72;25;62;9;59;37;53
64;53;55;51;11;13;27;3;47;1;50;52;6;26;14;42;25;43;44;48
67;5;12;77;22;78;49;9;18;31;33;41;61;26;57;35;28;72;14;37
1;25;47;60;51;43;80;2;5;21;63;3;79;27;34;32;38;20;40;9
4;27;80;35;16;34;14;41;26;7;39;54;31;57;28;67;76;51;19;15
23;74;73;37;36;29;63;38;12;61;48;5;53;43;45;79;80;17;39;67
36;34;17;4;76;50;58;33;69;49;37;54;65;63;28;12;5;43;55;15
47;66;6;69;16;65;53;21;28;25;68;32;12;4;63;79;46;54;80;30
9;65;67;49;35;15;55;72;5;7;17;28;56;33;27;31;70;22;75;1
51;59;19;25;15;55;78;11;17;6;67;5;44;61;23;66;68;20;27;75
15;11;80;44;24;48;39;31;63;33;4;35;72;75;29;76;23;19;2;78
43;19;59;22;46;6;40;35;12;55;1;77;61;53;34;18;66;42;49;48
44;12;5;64;39;56;68;11;45;52;4;60;54;17;36;30;38;76;46;6
36;39;55;29;42;80;51;23;44;17;78;62;38;75;70;15;9;60;71;73
64;76;63;67;46;13;53;33;45;66;72;52;29;28;79;24;10;71;9;26
74;51;45;38;54;56;69;12;67;73;22;41;78;48;7;72;17;76;37;9
69;13;16;10;12;78;57;34;42;80;51;40;26;29;77;2;6;37;63;14
80;25;18;64;2;16;21;5;76;38;6;56;43;12;66;22;70;36;74;67
46;57;10;77;8;6;48;80;25;55;18;24;71;22;58;30;29;67;13;54
55;53;79;50;78;61;44;16;80;40;17;37;62;15;72;54;35;33;68;69
77;59;65;2;80;60;11;10;8;57;73;40;34;61;15;36;37;5;46;16
9;20;43;50;23;41;51;8;46;60;39;75;16;6;53;10;37;63;12;58
43;22;76;51;21;3;7;41;18;66;61;38;25;1;5;39;10;24;34;53
60;72;33;38;54;59;71;19;21;1;53;62;73;78;42;26;34;43;46;3
60;15;14;66;7;59;40;69;47;62;79;78;2;55;26;46;1;48;8;49
26;30;64;49;72;3;59;45;25;42;15;18;39;13;58;22;6;24;19;60
48;72;35;15;26;42;7;61;28;31;32;22;14;80;3;56;52;24;44;54
9;24;74;5;53;44;34;41;32;13;60;58;37;29;16;55;28;47;33;6
65;28;23;16;47;26;43;18;73;53;32;68;33;51;11;79;13;19;50;6
16;43;52;22;3;13;57;26;77;32;34;4;68;1;71;73;74;23;64;67
10;65;63;6;2;19;57;12;48;67;50;24;51;72;37;17;3;41;70;32
5;72;32;80;53;20;11;33;18;12;16;49;10;43;24;78;7;52;77;71
47;20;14;75;77;25;44;9;35;33;32;39;78;66;56;74;69;15;42;67
1;69;22;40;19;16;62;13;44;48;8;61;11;30;36;20;51;35;18;66
17;44;47;38;24;15;78;29;46;21;20;62;42;22;3;69;37;13;45;58
28;53;57;41;33;64;44;4;36;25;30;19;22;61;29;20;23;11;59;65
27;13;39;52;41;43;8;44;18;22;20;24;51;7;16;31;36;1;79;57
45;47;42;48;27;11;46;34;67;28;35;66;52;1;51;58;31;38;41;69
29;6;12;22;54;60;72;67;2;77;25;16;41;38;52;56;78;31;18;17
23;60;66;7;59;20;5;11;3;62;24;22;45;53;56;41;21;78;58;49
25;21;3;56;38;23;48;78;4;16;65;47;2;29;69;61;54;13;73;51
75;67;9;59;69;56;32;10;20;73;4;13;68;16;23;41;26;29;7;28
2;77;36;53;63;44;35;61;24;57;45;29;69;39;70;50;14;52;66;8
45;39;64;28;43;8;44;66;36;63;55;79;21;53;50;73;17;3;62;42
68;73;2;5;11;9;15;39;8;49;38;41;71;63;27;32;42;19;64;3
13;37;10;35;76;64;58;2;65;46;45;80;34;75;63;42;9;52;32;29
8;33;59;15;65;28;44;78;5;32;37;40;61;45;66;26;50;46;13;29
61;18;9;60;27;47;80;17;6;16;22;32;49;69;74;48;35;39;31;63
64;29;48;46;52;65;39;9;72;20;10;35;33;5;32;24;14;55;38;75
1;12;74;67;16;29;53;62;34;42;72;78;19;2;10;51;11;73;14;79
23;4;35;16;48;69;41;78;57;34;53;6;7;49;10;47;66;25;52;18
73;69;67;2;39;9;7;41;72;43;56;29;64;63;61;34;13;20;78;6
9;11;37;47;49;54;45;29;73;15;55;63;35;48;7;22;32;23;31;80
53;43;14;25;28;15;72;79;35;60;45;52;6;13;11;41;36;23;16;22
54;44;11;18;17;48;24;78;15;67;74;42;39;6;47;26;61;3;27;63
73;45;77;56;60;58;37;67;28;34;26;38;30;39;80;46;10;49;14;71
13;71;11;36;18;65;12;41;16;62;33;15;44;69;63;10;27;75;8;51
21;69;5;51;14;4;29;68;43;23;60;65;25;54;78;10;74;77;2;34
19;39;44;15;79;22;46;12;67;49;27;14;2;37;63;21;45;30;40;70
74;37;50;9;11;70;20;42;2;21;31;54;44;24;15;55;10;4;49;17
74;38;52;10;46;15;67;13;33;26;58;43;34;72;56;11;57;1;21;29
69;46;64;36;23;63;68;5;1;41;49;13;51;8;74;37;2;15;12;71
38;55;59;23;24;16;71;66;8;30;60;32;67;53;40;35;62;36;75;76
70;22;20;9;47;8;32;77;63;45;14;17;64;65;56;50;60;2;74;51
15;48;49;77;55;27;64;76;10;35;74;36;14;5;25;9;12;26;22;69
55;80;23;14;56;17;73;42;19;69;28;1;51;29;32;7;53;45;46;76
21;80;2;50;6;73;60;52;75;66;27;45;28;74;26;64;65;63;10;34
6;41;31;28;44;14;24;39;34;2;29;1;33;47;43;32;42;62;52;4
60;56;6;32;35;19;45;63;39;1;14;80;77;53;5;40;12;69;30;78
5;65;35;8;41;61;1;42;51;36;67;28;57;72;58;62;32;7;43;80
9;5;75;49;34;30;17;67;48;47;71;76;63;55;21;50;79;27;42;66
32;6;33;31;71;70;22;8;35;76;69;1;73;16;18;61;11;5;38;53
80;73;74;75;40;58;18;3;11;4;19;28;77;5;17;29;12;15;8;31
62;37;1;35;56;42;41;75;2;45;36;74;52;34;59;24;77;57;17;72
42;57;63;19;9;56;44;70;41;58;68;31;48;40;50;18;69;3;1;20
29;35;73;25;34;61;60;9;4;18;16;67;78;51;79;6;69;64;53;74
39;54;49;51;24;22;68;50;9;46;64;60;48;40;34;43;19;53;66;45
16;6;66;10;74;61;23;11;34;3;13;40;80;54;51;5;24;56;43;50
28;15;3;49;58;52;2;67;77;37;10;34;32;44;41;46;57;60;61;70
28;46;77;22;32;33;58;1;62;80;79;65;42;19;59;9;37;71;73;2
75;32;23;50;30;57;21;37;6;16;67;11;78;71;5;62;33;25;42;65
4;54;22;51;18;43;75;5;17;14;44;53;60;19;65;6;68;57;32;47
71;20;56;22;16;80;3;33;76;28;58;51;37;57;8;61;52;69;62;12
68;55;33;35;78;1;39;24;70;80;53;42;46;47;50;37;74;66;32;43
29;49;40;77;79;35;42;62;63;54;22;2;8;37;45;67;19;32;25;6
21;31;38;56;32;12;51;45;50;34;15;79;27;61;16;78;70;19;10;63
5;38;73;61;45;55;18;64;25;33;29;62;40;21;68;30;49;28;56;26
39;2;44;18;28;50;42;60;25;63;21;35;27;15;41;48;5;7;45;11
22;50;30;64;18;8;34;78;9;57;77;35;53;17;32;1;36;37;11;14
59;23;78;38;60;16;13;77;11;6;10;61;70;5;8;76;47;1;66;68
51;58;12;78;50;14;40;30;63;75;25;19;23;49;1;42;43;61;17;27
63;62;77;36;3;16;1;66;59;76;8;15;34;54;27;9;21;55;49;35
34;39;62;41;20;25;19;33;32;71;56;76;37;58;42;46;55;73;80;4
64;25;74;65;78;4;15;60;51;17;52;61;39;21;31;20;46;50;1;68
76;13;4;20;77;44;52;43;24;57;21;19;55;36;50;5;73;51;29;58
25;21;43;53;15;58;9;41;1;62;19;35;75;44;50;26;3;68;23;77
20;39;40;13;52;78;28;61;36;23;42;58;80;37;71;22;3;54;35;59
50;53;19;27;1;39;23;2;40;33;10;35;74;36;6;69;45;58;72;73
73;44;54;75;40;4;56;33;68;39;37;15;5;12;3;35;64;14;80;69
30;74;42;66;64;54;70;59;23;50;46;78;61;49;58;60;20;27;45;80
22;2;63;73;21;12;37;39;13;70;7;68;48;49;76;34;44;61;9;51
40;29;46;42;77;21;70;79;33;55;5;60;2;30;63;78;49;59;64;36
46;61;59;40;58;66;26;64;76;32;27;19;74;30;67;71;41;21;47;78
43;75;25;65;42;9;21;45;26;6;33;24;5;70;32;52;58;55;7;80
6;37;43;9;46;34;65;72;54;38;13;75;73;76;19;7;39;68;10;29
