EURCAD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
06/23/2021 00:00,1.46945,1.47023,1.4651,1.46755,-19.0,-0.13,
06/22/2021 00:00,1.47341,1.47581,1.4679,1.4689,-45.1,-0.31,
06/21/2021 00:00,1.47755,1.48251,1.4713,1.47346,-40.9,-0.28,
06/18/2021 00:00,1.47069,1.4801,1.4693,1.4789,82.1,0.56,
06/17/2021 00:00,1.4723,1.47349,1.4675,1.47069,-16.1,-0.11,
06/16/2021 00:00,1.47746,1.47836,1.46642,1.47268,-47.8,-0.32,
06/15/2021 00:00,1.47186,1.47928,1.4703,1.47745,55.9,0.38,
06/14/2021 00:00,1.47232,1.47488,1.4694,1.4715,-8.2,-0.06,
06/11/2021 00:00,1.47243,1.47394,1.467,1.47155,-8.8,-0.06,
06/10/2021 00:00,1.47538,1.47602,1.4705,1.47234,-30.4,-0.21,
06/09/2021 00:00,1.47455,1.47546,1.4718,1.47529,7.4,0.05,
06/08/2021 00:00,1.47336,1.47577,1.4694,1.47406,7.0,0.05,
06/07/2021 00:00,1.46907,1.4738,1.4671,1.47337,43.0,0.29,
06/04/2021 00:00,1.4689,1.47257,1.466,1.46826,-6.4,-0.04,
06/03/2021 00:00,1.47008,1.47202,1.4669,1.4689,-11.8,-0.08,
06/02/2021 00:00,1.4742,1.47541,1.4684,1.47005,-41.5,-0.28,
06/01/2021 00:00,1.47535,1.47581,1.4692,1.47467,-6.8,-0.05,
05/31/2021 00:00,1.47223,1.47777,1.4692,1.47534,31.1,0.21,
05/28/2021 00:00,1.47178,1.47505,1.4676,1.47223,4.5,0.03,
05/27/2021 00:00,1.47896,1.47896,1.47,1.47176,-72.0,-0.49,
05/26/2021 00:00,1.47772,1.48205,1.4748,1.47891,11.9,0.08,
05/25/2021 00:00,1.47178,1.4789,1.4712,1.4773,55.2,0.37,
05/24/2021 00:00,1.4729,1.47593,1.4701,1.47169,-12.1,-0.08,
05/21/2021 00:00,1.47461,1.47853,1.4664,1.4705,-41.1,-0.28,
05/20/2021 00:00,1.47648,1.47998,1.4722,1.47462,-18.6,-0.13,
05/19/2021 00:00,1.47556,1.48173,1.4719,1.476,4.4,0.03,
05/18/2021 00:00,1.4661,1.4763,1.4639,1.47552,94.2,0.64,
05/17/2021 00:00,1.47156,1.47422,1.46533,1.466,-55.6,-0.38,
05/14/2021 00:00,1.46978,1.47298,1.4664,1.47007,2.9,0.02,
05/13/2021 00:00,1.46386,1.47207,1.4623,1.4694,55.4,0.38,
05/12/2021 00:00,1.46904,1.47019,1.4577,1.46348,-55.6,-0.38,
05/11/2021 00:00,1.4682,1.47473,1.4672,1.469,8,0.05,
05/10/2021 00:00,1.47451,1.47513,1.46594,1.46818,-63.3,-0.43,
05/07/2021 00:00,1.46662,1.47868,1.4652,1.47526,86.4,0.59,
05/06/2021 00:00,1.47314,1.47685,1.46433,1.46658,-65.6,-0.45,
05/05/2021 00:00,1.47782,1.47808,1.47,1.47307,-47.5,-0.32,
05/04/2021 00:00,1.48089,1.48384,1.4765,1.47776,-31.3,-0.21,
05/03/2021 00:00,1.4768,1.48405,1.4758,1.48088,40.8,0.28,
04/30/2021 00:00,1.48841,1.48893,1.47298,1.47429,-141.2,-0.96,
04/29/2021 00:00,1.49297,1.49388,1.48665,1.48833,-46.4,-0.31,
04/28/2021 00:00,1.49986,1.49996,1.4902,1.4925,-73.6,-0.49,
04/27/2021 00:00,1.49739,1.5011,1.4959,1.49979,24.0,0.16,
04/26/2021 00:00,1.50975,1.50989,1.4951,1.49739,-123.6,-0.83,
04/23/2021 00:00,1.50171,1.51023,1.499,1.50708,53.7,0.36,
